h,carrier_core_anchor,speed_m_s,core_power_length_m,carrier_power_length_m,carrier_over_core,relative_to_reference_ratio,status
0.0,1.0,2.36505385812835,0.00042282335201929714,0.00042282335201929714,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,2.504746456195769,0.0003992420061225713,0.0003992420061225713,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,2.652690038437506,0.0003769758190779887,0.0003769758190779887,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,2.809371951647783,0.0003559514429598649,0.0003559514429598649,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,2.975308327901806,0.0003360996205409078,0.0003360996205409078,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,3.1510457847668056,0.0003173549571492518,0.0003173549571492518,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,3.337163225936544,0.00029965570524928683,0.00029965570524928683,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,3.534273748220822,0.0002829435610366648,0.0002829435610366648,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,3.7430266611718848,0.0002671634723774357,0.0002671634723774357,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,3.9641096260006474,0.0002522634574586401,0.0002522634574586401,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,4.198250920828633,0.0002381944335529674,0.0002381944335529674,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,4.446221839737685,0.0002249100553334058,0.0002249100553334058,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,4.708839233520247,0.00021236656220527142,0.00021236656220527142,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,4.986968200499797,0.0002005226341527061,0.0002005226341527061,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,5.281524936285394,0.00018933925562478185,0.00018933925562478185,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,5.5934797518477914,0.00017877958701283445,0.00017877958701283445,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,5.923860269859115,0.0001688088432956544,0.0001688088432956544,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,6.273754809825263,0.00015939417945277527,0.00015939417945277527,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,6.644315973162161,0.00015050458226839567,0.00015050458226839567,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,7.036764440025576,0.00014211076816952046,0.00014211076816952046,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,7.4523929904018065,0.000134185086761787,0.000134185086761787,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,7.892570762705272,0.00012670142974520994,0.00012670142974520994,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,8.3587477639114,0.0001196351449097992,0.0001196351449097992,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,8.852459646081842,0.00011296295492774221,0.00011296295492774221,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,9.37533276501656,0.00010666288067463955,0.00010666288067463955,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,9.929089537696655,0.0001007141688272034,0.0001007141688272034,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,10.515554116166145,9.509722349891621e-05,9.509722349891621e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,11.1366583965432,8.979354168844745e-05,8.979354168844745e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,11.794448382955435,8.47856523281864e-05,8.47856523281864e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,12.491090927362858,8.005705873210881e-05,8.005705873210881e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,13.228880867470423,7.559218425339228e-05,7.559218425339228e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,14.010248586243549,7.137632097276882e-05,7.137632097276882e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,14.837768017928529,6.739558124858781e-05,6.739558124858781e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,15.714165126950993,6.363685196898711e-05,6.363685196898711e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,16.642326887622865,6.008775135547388e-05,6.008775135547388e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,17.625310794238462,5.673658817561901e-05,5.673658817561901e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,18.66635493288712,5.3572323230507126e-05,5.3572323230507126e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,19.768888648160367,5.0584532990075654e-05,5.0584532990075654e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,20.93654383989139,4.776337525655275e-05,4.776337525655275e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,22.173166927139544,4.509955674288541e-05,4.509955674288541e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,23.482831518831304,4.258430245935555e-05,4.258430245935555e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,24.869851832796186,4.020932680754002e-05,4.020932680754002e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,26.338796907401974,3.7966806286393854e-05,3.7966806286393854e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,27.89450565260444,3.5849353720546494e-05,3.5849353720546494e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,29.542102789991553,3.384999392591599e-05,3.384999392591599e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,31.287015734331234,3.196214073247965e-05,3.196214073247965e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,33.13499247223256,3.017957528851136e-05,3.017957528851136e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,35.092120496815305,2.849642557481679e-05,2.849642557481679e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,37.164846860761415,2.6907147061482944e-05,2.6907147061482944e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,39.359999413805625,2.5406504443423526e-05,2.5406504443423526e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,41.68480929462492,2.3989554394553655e-05,2.3989554394553655e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,44.146934751217835,2.2651629283784292e-05,2.2651629283784292e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,46.75448636824141,2.1388321799194506e-05,2.1388321799194506e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,49.51605378440846,2.0195470429731186e-05,2.0195470429731186e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,52.4407339879553,1.9069145756611302e-05,1.9069145756611302e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,55.53816128338998,1.800563750926831e-05,1.800563750926831e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,58.81853902823503,1.7001442343203457e-05,1.7001442343203457e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,62.29267324431008,1.6053252299480367e-05,1.6053252299480367e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,65.97200821427519,1.5157943907846932e-05,1.5157943907846932e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,69.8686641806938,1.4312567897588651e-05,1.4312567897588651e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,73.99547727180246,1.351433948221956e-05,1.351433948221956e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,78.36604178550743,1.276062918600713e-05,1.276062918600713e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,82.99475497089797,1.2048954182112465e-05,1.2048954182112465e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,87.89686445479306,1.1376970113812398e-05,1.1376970113812398e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,93.08851846955056,1.0742463371861499e-05,1.0742463371861499e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,98.58681904759716,1.0143343802554437e-05,1.0143343802554437e-05,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,104.40987835790825,9.577637822468142e-06,9.577637822468142e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,110.57687837001873,9.043481917202822e-06,9.043481917202822e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,117.10813404210603,8.539116502705536e-06,8.539116502705536e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,124.02516024129615,8.062880128954948e-06,8.062880128954948e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,131.3507426166361,7.61320400691321e-06,7.61320400691321e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,139.1090126582001,7.188606840716101e-06,7.188606840716101e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,147.32552718958416,6.78768994807778e-06,6.78768994807778e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,156.0273525556467,6.409132652836324e-06,6.409132652836324e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,165.24315378282398,6.051687934462214e-06,6.051687934462214e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,175.003289005725,5.714178320198808e-06,5.714178320198808e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,185.33990947106184,5.395492006302805e-06,5.395492006302805e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,196.28706544833935,5.094579195607718e-06,5.094579195607718e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,207.8808183961928,4.810448639345527e-06,4.810448639345527e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,220.1593597538627,4.542164371835001e-06,4.542164371835001e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,233.16313674912124,4.288842627280228e-06,4.288842627280228e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,246.9349856370827,4.049648928522779e-06,4.049648928522779e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,261.5202728088019,3.823795338157598e-06,3.823795338157598e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,276.96704423449495,3.610537862957253e-06,3.610537862957253e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,293.32618373366444,3.409174003054512e-06,3.409174003054512e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,310.65158059349886,3.219040437809791e-06,3.219040437809791e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,329.0003070877017,3.039510840740432e-06,3.039510840740432e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,348.43280648051933,2.8699938163139333e-06,2.8699938163139333e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,369.0130921352843,2.7099309518085855e-06,2.7099309518085855e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,390.80895838336386,2.5587949778240503e-06,2.5587949778240503e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,413.89220384814075,2.4160880313824548e-06,2.4160880313824548e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,438.338867959694,2.281340015898275e-06,2.281340015898275e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,464.22948143928664,2.15410705261463e-06,2.15410705261463e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,491.64933157879483,2.0339700184047414e-06,2.0339700184047414e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,520.6887431889405,1.920533165121899e-06,1.920533165121899e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,551.4433761418169,1.8134228159498754e-06,1.8134228159498754e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,584.0145404878507,1.712286134459358e-06,1.712286134459358e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,618.5095301852358,1.6167899623155561e-06,1.6167899623155561e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,655.0419765411972,1.5266197218081757e-06,1.5266197218081757e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,693.7322225293678,1.4414783795885557e-06,1.4414783795885557e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,734.7077192163248,1.3610854682004008e-06,1.3610854682004008e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,778.1034456031812,1.2851761621808605e-06,1.2851761621808605e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,824.0623532652404,1.2135004056885126e-06,1.2135004056885126e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,872.7358372544267,1.1458220887845496e-06,1.1458220887845496e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,924.2842348156968,1.0819182696537081e-06,1.0819182696537081e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,978.8773535602901,1.0215784402028346e-06,1.0215784402028346e-06,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,1036.695030835687,9.646038326178656e-07,9.646038326178656e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,1097.9277261349084,9.108067645949265e-07,9.108067645949265e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,1162.7771484966524,8.600100210886445e-07,8.600100210886445e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,1231.4569209630047,8.120462705410725e-07,8.120462705410725e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,1304.1932842835274,7.667575136681987e-07,7.667575136681987e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,1381.2258421838474,7.239945629882702e-07,7.239945629882702e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,1462.8083506537441,6.836165513774172e-07,6.836165513774172e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,1549.2095538547792,6.454904680336994e-07,6.454904680336994e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,1640.714069401037,6.094907203209775e-07,6.094907203209775e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,1737.6233259292483,5.75498720049248e-07,5.75498720049248e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,1840.2565560467651,5.434024928286073e-07,5.434024928286073e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,1948.9518479282847,5.13096309209994e-07,5.13096309209994e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,2064.0672590254585,4.844803363976356e-07,4.844803363976356e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,2185.981995558072,4.5746030938589877e-07,4.5746030938589877e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,2315.097661672234,4.3194722043720725e-07,4.3194722043720725e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,2451.8395823804312,4.0785702587814665e-07,4.0785702587814665e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,2596.65820464145,3.8511036924787773e-07,3.8511036924787773e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,2750.03058119549,3.6363231988688683e-07,3.6363231988688683e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,2912.4619420424137,3.4335212610494505e-07,3.4335212610494505e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,3084.4873587398383,3.2420298211516993e-07,3.2420298211516993e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,3266.6735070034856,3.0612180796644695e-07,3.0612180796644695e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,3459.620533416007,2.890490417492714e-07,2.890490417492714e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,3663.9640323935464,2.7292844339051354e-07,2.7292844339051354e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,3880.377139922385,2.5770690939077167e-07,2.5770690939077167e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,4109.572750962785,2.4333429789403795e-07,2.4333429789403795e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,4352.305867824393,2.2976326351343388e-07,2.2976326351343388e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,4609.376087249164,2.1694910136889965e-07,2.1694910136889965e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,4881.630234394565,2.0484959982308522e-07,2.0484959982308522e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,5169.96515239373,1.9342490143033034e-07,1.9342490143033034e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,5475.330656681835,1.8263737164067843e-07,1.8263737164067843e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,5798.732663820638,1.7245147482641922e-07,1.7245147482641922e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,6141.236505127898,1.6283365722277667e-07,1.6283365722277667e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,6503.9704360273445,1.537522363971268e-07,1.537522363971268e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,6888.1293526793925,1.4517729688264543e-07,1.4517729688264543e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,7294.978728135781,1.3708059163258838e-07,1.3708059163258838e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,7725.858780984264,1.2943544897058046e-07,1.2943544897058046e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,8182.188890215582,1.2221668473039273e-07,1.2221668473039273e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,8665.472270855858,1.1540051929578592e-07,1.1540051929578592e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,9177.300925766493,1.0896449926713939e-07,1.0896449926713939e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,9719.360889923666,1.0288742349681951e-07,1.0288742349681951e-07,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,10293.437784452732,9.71492732496432e-08,9.71492732496432e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,10901.422698713197,9.173114625837229e-08,9.173114625837229e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,11545.318419810872,8.661519445700837e-08,8.661519445700837e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,12227.246030057917,8.178456518677442e-08,8.178456518677442e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,12949.451894113823,7.722334568110565e-08,7.722334568110565e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,13714.315058823875,7.291651064677803e-08,7.291651064677803e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,14524.35509013139,6.88498727684958e-08,6.88498727684958e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,15382.240372879189,6.501003597389656e-08,6.501003597389656e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,16290.796900841538,6.13843513050207e-08,6.13843513050207e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,17253.01758594178,5.7960875250879455e-08,5.7960875250879455e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,18272.07211732163,5.472833040386352e-08,5.472833040386352e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,19351.317402739274,5.167606831039031e-08,5.167606831039031e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,20494.308626691865,4.879403439341188e-08,4.879403439341188e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,21704.810961688905,4.607273483123613e-08,4.607273483123613e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,22986.811971255767,4.350320528355415e-08,4.350320528355415e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,24344.534745524074,4.1076981361652716e-08,4.1076981361652716e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,25782.451812679625,3.8786070745537386e-08,3.8786070745537386e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,27305.299872094016,3.662292685611553e-08,3.662292685611553e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,28918.09539767298,3.458042399571268e-08,3.458042399571268e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,30626.151162821316,3.265183387503006e-08,3.265183387503006e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,32435.093741459146,3.083080344922146e-08,3.083080344922146e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,34350.882042741396,2.9111333990077475e-08,2.9111333990077475e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,36379.826940535604,2.748776132537804e-08,2.748776132537804e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,38528.61206232066,2.5954737180318976e-08,2.5954737180318976e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,40804.31580598789,2.450721155954913e-08,2.450721155954913e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,43214.434657070895,2.3140416111781235e-08,2.3140416111781235e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,45766.907883214815,2.1849848422177412e-08,2.1849848422177412e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,48470.143687230746,2.063125718076725e-08,2.063125718076725e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,51333.04690488887,1.9480628178039455e-08,1.9480628178039455e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,54365.04833868941,1.839417108157597e-08,1.839417108157597e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,57576.1358242414,1.7368306950168194e-08,1.7368306950168194e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,60976.88713158624,1.639965644428569e-08,1.639965644428569e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,64578.504809847385,1.548502869406034e-08,1.548502869406034e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,68392.85308999018,1.4621410788115776e-08,1.4621410788115776e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,72432.49696725263,1.3805957848617426e-08,1.3805957848617426e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,76710.74359199268,1.3035983659847928e-08,1.3035983659847928e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,81241.68610529743,1.2308951819437858e-08,1.2308951819437858e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,86040.25006375545,1.1622467383102722e-08,1.1622467383102722e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,91122.2426063218,1.0974268975362372e-08,1.0974268975362372e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,96504.40452523911,1.0362221340254652e-08,1.0362221340254652e-08,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,102204.46541254103,9.784308307504676e-09,9.784308307504676e-09,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,108241.20206380203,9.23862615097859e-09,9.23862615097859e-09,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,114634.5003315206,8.723377317544204e-09,8.723377317544204e-09,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,121405.42063189101,8.236864505680217e-09,8.236864505680217e-09,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
0.0,1.0,128576.26732075168,7.77748507432836e-09,7.77748507432836e-09,1.0,1.0,bare powers only; phase and profile prefactors uncomputed
